AAPL,GOOG,GOOGL,C,BA,MS,MSFT,GS,BAC,NDAQ,T,WFC,AMZN,MCO,BLK,CVX,INTC,PFE,ORCL,HPQ,SBUX,CSCO,NFLX,MRK,CME,BBY,MET,EBAY,CMCSA,MA,CAT,FDX,QCOM,NKE,MCD,HD,DISCA,DISCK,PEP,STT,AMGN,HAL,ALL,MMM,AXP,COP,MDT,CCL,XOM,RTN,TXN,EA,USB,DE,UTX,ADBE,HES,M,XRX,BSX,APA,BIIB,ETFC,EXC,GE,LEN,WHR,MO,KMI,TIF,AVGO,GIS,SLB,ILMN,ETN,ETR,AES,NVDA,JNJ,LMT,AFL,AMAT,DUK,COTY,HUM,GD,HAS,IVZ,DISH,K,AON,AGN,JPM,WYNN,EXPE,PLD,L,JWN,ACN,HCA
0.026306374,-0.0016862546,-0.0066051516,0.133882,0.033311784,-0.0615789,-0.03603815,0.025944537,0.047834113,0.048278287,0.17120068,-0.020771762,0.17179453,-0.082375236,0.031152446,-0.021204183,0.08619453,-0.030866193,-0.022172475,0.17441021,-0.10991012,0.039977733,0.15843892,-0.086634375,0.03556649,0.1150351,-0.05754391,0.11746695,0.11996206,-0.059693463,0.15346657,-0.06618464,0.17689186,0.21576223,-0.050130066,0.08770986,0.22771293,-0.00018755198,0.16230352,0.028206132,0.026637193,-0.13847013,-0.028972179,-0.019894974,0.096223935,-0.007859541,-0.04790293,-0.06047502,-0.0071648033,0.031954974,0.08659643,0.016062832,0.041402314,-0.010478068,0.09847354,0.18262023,-0.070170105,0.14056726,-0.11330861,-0.10230669,-0.0872772,0.033443905,0.091147006,0.07725171,0.18036503,0.11013671,-0.1178476,-0.058052015,7.8771745e-09,0.19880995,0.019092562,0.024157576,-0.01993808,0.04187242,-0.07825995,-0.0037136287,0.13646996,0.1382644,0.013559107,0.01716692,-0.034986112,0.09031891,-0.04027951,-0.0009334117,0.16496529,0.047107663,0.13819674,0.053613927,0.12961657,0.05514986,0.05918202,-0.09904071,0.022738034,0.11042508,0.1250548,-0.053724136,-0.013875823,0.028001321,-0.032348815,-2.5168691e-23
-0.1868817,0.054349925,0.049069572,-0.003803374,-0.07909425,0.0025370275,-0.020994913,0.07939901,-0.0077060997,0.07691602,0.08132251,0.10180444,0.06899934,0.11954648,0.15706415,-0.0131429015,0.11865007,0.037983973,0.032012817,-0.0110102715,0.1365636,0.020438647,0.1579335,0.06906347,0.2007521,-0.08674578,0.22954556,0.034060482,0.05877518,0.1861614,0.06641464,0.22409886,0.06519552,0.018905343,-0.10795366,0.101917535,-0.10507781,-0.015452204,-0.049563922,0.09838799,0.21508095,-0.103766076,0.03181858,0.022064164,0.038560912,-0.056751303,0.06400656,0.23802772,0.039967142,-0.04778531,0.102129966,-0.08751562,0.14965305,0.079595484,-0.028736517,0.05695881,-0.057739712,-0.029838536,0.102847405,0.11326245,-0.107604295,-0.05746354,0.049099978,0.18052804,0.060907014,0.14999042,0.10873132,0.01809587,-0.0010849452,0.08276274,-0.010897846,0.017509567,0.045929484,0.0833397,-0.048476186,0.011203125,0.07333911,0.042720355,0.09065077,-0.025727836,0.19242117,0.07916044,0.07429407,0.004073523,0.17327315,0.02378367,0.064617954,0.18585782,-0.015946556,-0.058372393,0.045748163,0.1542154,0.05611755,0.14509074,0.017662719,0.03559943,0.0012206602,-0.04505581,0.02890753,-4.0270128e-11
-0.10716204,-0.07473721,-0.14093797,-0.10614073,-0.17829496,-0.16080484,-0.14767918,-0.18123934,-0.15307023,-0.005005197,-0.11787887,-0.1834431,-0.13963094,-0.23428516,-0.047754485,-0.03039835,-0.09058424,-0.19002773,-0.08300794,-0.05691299,-0.2472377,-0.10136118,-0.14693157,-0.21109009,-0.2646246,-0.08230112,-0.2127258,-0.14125575,-0.052228853,-0.07872042,-0.092016146,-0.16225298,-0.10826763,-0.07635599,-0.04857701,-0.09963026,0.07881942,-0.07253428,-0.19353035,-0.11042836,-0.21262766,-0.062146217,-0.22626315,-0.23323672,-0.042439908,-0.03438798,-0.14600863,-0.22387043,-0.121669695,-0.1755988,-0.04187549,0.05990385,-0.033728525,-0.02959334,-0.07257285,0.043848693,-0.044443086,0.08902257,-0.12210892,-0.1390663,-0.012338325,-0.19205165,-0.21999012,-0.11858817,-0.08983556,-0.15750617,-0.12932087,0.0057257446,-9.438449e-21,-0.08129739,-0.10741721,-0.2219787,-0.044959027,-0.22156863,-0.11520094,-0.17620298,-0.028565286,0.00061595364,-0.18501665,-0.15696493,-0.273945,-0.15547918,-0.18208963,-1.8698918e-24,-0.13899824,-0.18950681,-0.14884457,-0.007684524,-0.12425291,-0.1527173,-0.17634428,-0.027485877,-0.08973099,-0.13456924,0.025066348,-0.08318627,-0.17153066,-0.06397915,-0.031286035,7.209697e-05
-0.089812405,-0.08087296,-0.104631975,-0.08239512,-0.11230943,0.07196199,-0.014117433,-0.10407194,-0.14993049,-0.004906611,-0.14257844,-0.036535185,-0.02753586,-0.03883741,-0.13178019,0.017111273,0.021331586,-0.18931085,-0.0029725842,-0.05963099,0.14755358,0.02406468,0.054334946,-0.18359186,-0.10283423,-0.054473065,-0.14272533,0.015528006,-0.04646374,-0.028352147,0.110466026,-0.033943184,-0.0060759,0.027671546,-0.022364814,0.0039987504,-0.16275473,0.04499803,-0.054848704,-0.054343928,0.09482673,-0.0061493698,-0.17076527,0.007613119,-0.069886506,-0.0628424,0.01940979,-0.10065164,0.10578037,-0.003538418,-0.14336854,-0.102863766,-0.104954205,-0.0010853971,0.01171657,-0.10647138,-0.003055777,-0.013019642,-0.06786675,-0.18731691,0.07062067,0.013632591,0.10687448,0.11858861,-0.04120285,0.16696009,0.08877105,-0.07049973,1.5242544e-14,-0.03264818,-0.045041215,-0.022592817,0.08835698,-0.06202196,0.054424495,0.10311737,0.16784707,-0.079154976,-0.039193887,-0.011499606,-0.10514236,0.021310486,0.05421794,-2.5957865e-16,-0.019669449,0.061550155,0.108360596,-0.14485626,0.02218994,-0.0022879841,0.08681571,-0.008268035,-0.0031707878,-0.055677604,-0.13466045,-0.04542968,-0.048135325,0.018286029,0.048288867,-3.2697507e-24
0.018487763,0.062322382,0.06779955,0.13946949,0.20910543,-0.00033732582,0.015878495,0.22827707,0.14757264,0.02138235,0.1784576,0.20239623,0.09652279,0.15190846,0.21754672,-0.07185948,0.08548714,0.09592062,0.080910295,0.18473352,0.062613115,0.057759766,0.007114262,0.13559164,0.13002247,0.16904095,0.19602983,0.05830818,0.19107835,0.09981042,0.16522795,0.10441743,0.2149277,0.081637435,0.061916493,0.0137098115,0.20588319,0.014719845,0.026875045,0.135316,-0.009103402,0.028866187,0.21065573,0.09936172,0.25189656,-0.059589136,0.14278185,0.1769553,0.09584072,0.15094076,-0.021060428,0.23007682,0.18773037,0.0043451474,0.14431758,0.14933701,-0.085386835,-0.0074526914,0.12836453,0.10113461,0.105807796,0.15052326,0.15546247,0.0937584,0.21423386,0.14400545,0.04160717,0.06082156,0.0016681531,0.064848006,0.12154103,0.08329933,0.135837,0.1764833,0.13675039,0.16601746,0.061425213,0.057234686,0.12431377,0.1987828,0.19184792,-0.08993331,0.120717086,-0.0027491604,0.014666306,0.22734568,0.15778409,0.18613508,0.15119614,0.13580403,0.041923217,0.19935241,0.15092614,0.13377649,0.0011741844,0.111053176,0.19450675,0.080677494,-0.09786837,-0.0022550544
0.0069179707,0.026994007,0.016024267,-0.039848287,0.074460804,-0.007930999,0.12531413,-0.13294098,-0.05247906,0.007770624,-0.0701187,-0.13563101,-0.12818222,-0.08002964,-0.06220118,-0.02571702,-0.055034842,-0.0019033637,0.005244425,-0.11145309,-0.040938646,-0.04238848,-0.07520749,0.04690659,-0.011338461,-0.015189719,-0.012791784,0.015742736,0.047355883,-0.09593406,0.018261287,-0.12983994,-0.18474859,-0.014765709,-0.02137698,-0.0413999,0.0014112002,0.0072995774,-0.1349243,-0.14019975,-0.07978377,0.021755116,0.0013795687,-0.034818955,-0.023565441,-0.12363461,0.1267033,-0.12996252,0.01462994,0.0074650333,-0.06379828,-0.07715182,-0.073901765,-0.15049706,-0.050973084,-0.100824915,-0.111334875,-0.041514214,-0.028912425,-0.03751762,0.027607879,0.028335296,-0.17398629,-0.012601822,-0.06622434,-0.19162215,-0.06457323,-0.14440034,0.0017124442,0.029144326,-0.15188433,0.059910554,-0.07573731,-0.1326594,-0.011056581,0.030795068,-0.009780439,-0.084265605,0.032957725,0.057749882,-0.06526535,0.00040210623,0.10237167,4.936218e-08,-0.12639992,0.056518458,-0.21592695,-0.091807,0.06843373,0.010704047,-0.11948872,-0.0111739505,-0.10162047,-0.1871798,0.009024024,-0.06413977,-0.13044168,-0.018219037,0.02130721,-0.014921586
-0.044733614,0.034421373,0.016902098,0.016461272,0.080154344,-0.011531879,-0.089227155,0.08743663,0.08168482,0.07550342,0.08577874,0.1441213,0.06145084,0.10225956,-0.090367965,0.038145915,-0.045363642,-0.015429746,-0.107528225,0.0551497,0.1735348,0.03499789,0.03739786,0.061785847,0.14108282,0.07270333,0.014022807,0.07493418,0.06716106,0.07416546,-0.012364671,0.028777378,0.23699956,0.048908193,-0.08086249,0.059018325,0.22244698,0.09550647,0.13872358,0.03156779,-0.08172882,0.036508374,0.029416822,-0.023838254,0.07315037,0.12599953,0.20308463,-0.074801445,0.03951351,0.092101544,0.07217916,0.12146798,0.027343197,0.03348726,0.069339514,0.07300704,0.08696458,0.0765561,-0.00042715605,0.027772661,0.070294484,0.040351655,0.12839603,-0.057451054,-0.06816609,0.11485139,-0.059512895,0.045821745,0.035788897,-0.05291391,0.038359705,0.071371675,0.09760989,0.06331234,-0.087887704,-0.16287883,0.088163115,0.060153704,0.069564246,0.13793622,-0.024754275,0.012300732,-0.14751153,-3.6251946e-11,0.094544865,0.1494603,-0.06142898,-0.064049914,0.081833266,-0.07144587,-0.0060828007,-0.06697689,0.10415302,0.17438665,-0.05196122,0.09307639,-0.02695695,-0.05726516,0.054862943,1.1331488e-20
0.10930841,0.056318518,0.060480557,0.09472027,0.017215595,0.023459824,0.055130698,0.0042258315,0.04149331,-0.15999699,0.050056916,-0.039182533,0.078524284,0.10729965,0.13509244,-0.04955773,0.038325503,0.1475874,0.016320832,-0.087012246,-0.05761999,0.014858821,0.0293899,0.15903622,-0.018621143,0.11734517,0.016542083,0.112231165,0.09638102,0.10188085,-0.15737101,0.0733275,0.08344103,0.19600737,0.037625574,0.05678468,0.042875964,0.032865833,0.013826356,0.019847525,-0.024372859,0.048064455,0.05590806,-0.111005716,0.057054434,-0.04524868,-0.026893187,0.04285039,-0.032444853,0.07135071,-0.06483943,-0.13675457,0.06325477,-0.13098995,0.08282861,0.12347527,-0.06996626,0.04634642,0.051414844,-0.06282742,-0.004195745,-0.1105742,0.1282705,-0.097460665,-0.00951621,0.011108517,0.08997267,0.053227324,-0.028237453,0.13973005,-0.024036778,0.075993784,0.0503259,-0.042860113,0.021989753,0.043237388,-0.07016873,0.010299487,0.04815916,-0.06371275,-0.039995056,0.036046013,-0.018423686,-5.7267653e-26,0.019578295,-0.051368255,-0.0704767,0.045416985,-0.007651303,-0.042668145,0.0349319,0.07188036,-0.040227886,0.008162271,-0.018366236,-0.077409364,-0.08242295,0.055143278,0.06661166,-3.2148718e-19
0.0683264,0.12168388,0.10429865,0.19402757,0.13023259,0.16429581,-0.09432674,0.1919681,0.1284387,0.0074948426,0.11054579,0.13356207,0.107611954,0.21249439,0.08505955,0.028023608,0.17154337,0.025737867,0.1323763,0.11893051,0.1259293,0.0765201,0.19701417,-0.029355243,0.050360497,0.058724742,0.09511678,0.21620472,0.11000914,0.109775074,0.093601234,0.09086254,0.21917434,0.0677629,0.08038387,0.07452112,0.030498212,0.05837167,0.017472783,0.10061578,0.14122488,-0.057963625,0.13081169,0.048270114,0.2572006,0.046474278,0.09241347,0.024253707,0.010436912,0.07187089,0.08203891,0.11619611,0.09989108,0.00095084263,0.08058423,0.18586597,-0.023217326,0.10999774,0.1571217,-0.024418544,0.044475645,0.19981243,0.17391911,0.07691502,0.17554067,0.12414215,-0.002383601,0.12112219,-2.4659912e-15,0.083550185,0.064069256,0.108008295,0.1116617,0.20306961,-0.07823755,0.07495089,0.051764257,0.11967139,0.037216745,0.031867784,0.050208878,0.17807664,0.06735014,0.038219742,0.12563227,0.16196775,-0.012335759,0.107371464,0.027273461,0.012966771,0.0536631,0.022461606,0.0823546,0.07615798,0.11228737,0.09949971,0.12692036,0.03357865,-0.02468779,0.009474886
-0.036212295,0.028512262,0.01795472,0.08238407,0.15653518,-0.061621632,0.044648983,-0.026370706,0.017874904,0.0013711568,-0.010595413,0.09363439,0.06857957,-0.07718595,-0.12805867,0.02385723,0.09399382,0.039799694,-0.0068157385,-0.07277338,-0.073285624,0.008541682,0.01455738,0.043157246,0.08439021,-3.1090822e-06,0.035751496,-0.008920672,-0.03780597,-0.028269077,0.053274408,0.010099272,0.07452895,-0.013002621,-0.09637978,0.047015548,0.0033921495,-0.021424908,0.040657062,-0.066628896,-0.03416119,0.035692368,-0.07726937,0.06705523,-0.013487128,-0.015277332,0.015128107,0.026657857,0.0654291,0.14584127,-0.00017770735,0.12688161,-0.02386597,0.059570137,-0.020026097,0.04325049,0.054758817,-0.17461699,0.0072216047,0.005104061,-0.058114007,0.04162916,0.13134286,0.058079015,0.13787515,-0.0687204,0.042590518,-0.01960641,1.5326757e-08,-0.0047453274,0.058287967,0.06452118,0.0018679051,-0.0982101,0.026596213,0.08436102,-0.006135032,-0.042606924,0.014884058,0.13084567,0.048625525,0.031951763,0.06912687,-1.8366574e-19,0.08851693,0.006042616,-0.0414018,0.0382145,0.03743016,-0.07234913,-0.02788754,-0.041259196,0.022553904,0.12527817,0.08691703,0.043881457,-0.07767549,-0.071341604,0.020146288,-7.61136e-16
